uc002zmf.2	chr22	-	17618410	17640169	17618910	17640141	8	17618410,17619439,17621948,17623987,17625913,17629337,17630431,17640015,	17619247,17619628,17622123,17624021,17626007,17629450,17630635,17640169,	B2RCK5	uc002zmf.2
uc002zmg.2	chr22	-	17618410	17640169	17618910	17640141	4	17618410,17621948,17623987,17640015,	17619247,17622123,17624021,17640169,	A8MYZ9	uc002zmg.2
uc002zmh.2	chr22	-	17618410	17646177	17618910	17646134	8	17618410,17619439,17621948,17623987,17625913,17629337,17630431,17646098,	17619247,17619628,17622123,17624021,17626007,17629450,17630635,17646177,	Q9BXW7-2	uc002zmh.2
uc002zmi.3	chr22	+	17640278	17646334	17640278	17640278	2	17640278,17646158,	17640727,17646334,		uc002zmi.3
uc011agh.1	chr22	+	17640278	17646334	17640282	17646281	2	17640278,17646158,	17640441,17646334,		uc011agh.1
uc002zmj.1	chr22	-	17660191	17680545	17662372	17680468	7	17660191,17662709,17663493,17669228,17670831,17672572,17680438,	17662466,17662912,17663651,17669337,17670922,17672700,17680545,	NP_803124	uc002zmj.1
uc002zmk.1	chr22	-	17660191	17690779	17662372	17690567	9	17660191,17662709,17663493,17669228,17670831,17672572,17684452,17687960,17690245,	17662466,17662912,17663651,17669337,17670922,17672700,17684663,17688180,17690779,	Q9NZK5	uc002zmk.1
uc010gqu.1	chr22	-	17660191	17700463	17662372	17690567	10	17660191,17662709,17663493,17669228,17670831,17672572,17684452,17687960,17690245,17700245,	17662466,17662912,17663651,17669337,17670922,17672700,17684663,17688180,17690613,17700463,	Q9NZK5	uc010gqu.1
uc011agi.1	chr22	-	17660191	17702738	17662372	17690441	10	17660191,17662709,17663493,17669228,17670831,17672572,17684452,17687960,17690245,17702616,	17662466,17662912,17663651,17669337,17670922,17672700,17684663,17688180,17690488,17702738,	B4E3Q4	uc011agi.1
uc011agj.1	chr22	-	17670831	17700463	17672568	17690441	5	17670831,17684452,17687960,17690245,17700245,	17672700,17684663,17688180,17690488,17700463,	B4DHM2	uc011agj.1
uc010gqv.1	chr22	+	17840838	18033845	17978525	18032540	19	17840838,17956629,17976434,17978441,17979662,17982113,17983878,17990844,18003143,18016791,18018208,18018328,18018681,18020100,18021527,18021845,18027840,18031715,18032534,	17840913,17956724,17976618,17978581,17979767,17982163,17984048,17990928,18003297,18016921,18018246,18018420,18018808,18020489,18021656,18022692,18029254,18031827,18033845,	B7WPH3	uc010gqv.1
uc010gqw.1	chr22	+	17956629	18033845	17956629	18032540	18	17956629,17976434,17978441,17979662,17982113,17983878,17990844,18003143,18016793,18018208,18018328,18018681,18020100,18021527,18021845,18027837,18031715,18032534,	17956724,17976618,17978581,17979767,17982163,17984048,17990928,18003353,18016921,18018246,18018420,18018808,18020489,18021656,18022692,18029254,18031827,18033845,	Q9BXF3	uc010gqw.1
uc002zml.2	chr22	+	17956629	18033845	17978525	18032540	18	17956629,17976434,17978441,17979662,17982113,17983878,17990844,18003143,18016791,18018208,18018328,18018681,18020100,18021527,18021845,18027837,18031715,18032534,	17956724,17976618,17978581,17979767,17982163,17984048,17990928,18003297,18016921,18018246,18018420,18018808,18020489,18021656,18022692,18029254,18031827,18033845,	B7WPH3	uc002zml.2
uc002zmm.1	chr22	+	17978441	18003353	17978525	18003353	5	17978441,17979662,17982113,17983878,18003143,	17978581,17979767,17982163,17984048,18003353,		uc002zmm.1
uc002zmn.2	chr22	+	18016791	18019274	18016892	18018834	4	18016791,18018208,18018328,18018681,	18016921,18018246,18018420,18019274,		uc002zmn.2
uc002zmo.2	chr22	+	18027840	18033845	18027840	18027840	4	18027840,18029927,18031715,18032534,	18029254,18030094,18031827,18033845,		uc002zmo.2
uc010gqx.2	chr22	+	18043182	18071360	18062710	18070889	8	18043182,18062510,18063802,18064123,18065328,18066181,18069901,18070690,	18043413,18062730,18063925,18064179,18065419,18066300,18070067,18071360,	Q9H1K4	uc010gqx.2
uc002zmp.1	chr22	+	18043182	18073647	18062710	18073002	11	18043182,18049988,18062510,18063802,18064123,18065328,18066181,18069901,18070690,18072355,18072860,	18043413,18050051,18062730,18063925,18064179,18065419,18066300,18070067,18070845,18072431,18073647,	Q9H1K4	uc002zmp.1
uc002zmq.1	chr22	+	18043182	18073647	18062710	18073002	10	18043182,18062510,18063802,18064123,18065328,18066181,18069901,18070690,18072355,18072860,	18043413,18062730,18063925,18064179,18065419,18066300,18070067,18070845,18072431,18073647,	Q9H1K4	uc002zmq.1
uc002zmr.1	chr22	-	18074902	18111588	18075439	18111401	9	18074902,18077294,18080959,18082792,18083857,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18102292,18111588,	Q53Y06	uc002zmr.1
uc002zms.1	chr22	-	18074902	18111588	18075439	18111401	8	18074902,18077294,18080959,18082792,18095577,18095976,18102226,18111368,	18075502,18077382,18081054,18082861,18095644,18096086,18102292,18111588,	A8MUN4	uc002zms.1
uc002zmt.1	chr22	-	18074902	18111588	18075439	18111401	8	18074902,18077294,18080959,18082792,18083857,18095577,18095976,18111368,	18075502,18077382,18081054,18082861,18083947,18095644,18096086,18111588,	A8MUE4	uc002zmt.1
uc002zmu.2	chr22	+	18111681	18186497	18138477	18185158	7	18111681,18120867,18138427,18165979,18171751,18178906,18185008,	18111771,18121466,18138598,18166087,18171908,18178976,18186497,	Q9BXK5-2	uc002zmu.2
uc002zmv.2	chr22	+	18121484	18186497	18138477	18185158	6	18121484,18138427,18165979,18171751,18178906,18185008,	18121652,18138598,18166087,18171908,18178976,18186497,	Q9BXK5-2	uc002zmv.2
uc002zmw.2	chr22	+	18121484	18211987	18138477	18210300	7	18121484,18138427,18165979,18171751,18178906,18185008,18209442,	18121652,18138598,18166087,18171908,18178976,18185152,18211987,	Q9BXK5	uc002zmw.2
uc002zmx.2	chr22	+	18121484	18211987	18185038	18210300	6	18121484,18138427,18165979,18178906,18185008,18209442,	18121652,18138598,18166087,18178976,18185152,18211987,	B3KPE7	uc002zmx.2
uc002zmy.2	chr22	+	18121484	18211987	18138477	18209572	5	18121484,18138427,18165979,18171751,18209442,	18121652,18138598,18166087,18171908,18211987,	Q86T62	uc002zmy.2
uc010gqy.2	chr22	+	18121484	18211987	18185038	18210300	5	18121484,18138427,18165979,18185008,18209442,	18121652,18138598,18166087,18185152,18211987,	B3KPE7	uc010gqy.2
uc011agk.1	chr22	+	18121484	18211987	18138514	18210300	4	18121484,18138427,18185008,18209442,	18121652,18138598,18185152,18211987,	B7Z238	uc011agk.1
uc010gqz.2	chr22	+	18138427	18211987	18209682	18210300	5	18138427,18165979,18167374,18171751,18209442,	18138598,18166087,18167472,18171908,18211987,	A8K5Y4	uc010gqz.2
uc002zmz.2	chr22	+	18171751	18211987	18185038	18210300	3	18171751,18185008,18209442,	18171908,18185152,18211987,	B3KPE7	uc002zmz.2
uc002zna.2	chr22	+	18189509	18211987	18209682	18210300	2	18189509,18209442,	18189591,18211987,	A8K5Y4	uc002zna.2
uc002znb.2	chr22	+	18214960	18217980	18214960	18214960	1	18214960,	18217980,		uc002znb.2
uc002znc.1	chr22	-	18216905	18256779	18218345	18256455	6	18216905,18220782,18222114,18226568,18232870,18256375,	18218357,18220995,18222254,18226779,18232940,18256779,	P55957-2	uc002znc.1
uc002znd.1	chr22	-	18216905	18257258	18218345	18232882	6	18216905,18220782,18222114,18226568,18232870,18257146,	18218357,18220995,18222254,18226779,18232940,18257258,	A8ASI8	uc002znd.1
uc002zne.1	chr22	-	18216905	18257258	18218345	18222189	5	18216905,18220782,18222114,18226568,18257146,	18218357,18220995,18222254,18226779,18257258,	B2ZP79	uc002zne.1
uc010gra.1	chr22	-	18216905	18257258	18216905	18216905	7	18216905,18220782,18222114,18222847,18226568,18232870,18257146,	18218357,18220995,18222254,18222942,18226779,18232940,18257258,		uc010gra.1
uc002znf.1	chr22	-	18216905	18257258	18218345	18222189	4	18216905,18220782,18222114,18257146,	18218357,18220995,18222254,18257258,	B2ZP79	uc002znf.1
uc010grb.1	chr22	-	18216905	18257431	18218345	18232882	6	18216905,18220782,18222114,18226568,18232870,18257405,	18218357,18220995,18222254,18226779,18232940,18257431,	A8ASI8	uc010grb.1
uc010grc.1	chr22	-	18216905	18257431	18218345	18222189	4	18216905,18220782,18222114,18257405,	18218357,18220995,18222254,18257431,	B2ZP79	uc010grc.1
uc010grd.1	chr22	-	18270417	18274433	18273497	18274065	3	18270417,18273763,18273967,	18273682,18273837,18274433,	A8K0E1	uc010grd.1
uc010gre.1	chr22	-	18270417	18298428	18270417	18270417	6	18270417,18273763,18273967,18291609,18293468,18295272,	18273682,18273837,18274067,18291703,18293579,18298428,		uc010gre.1
uc011agl.1	chr22	-	18270417	18389652	18273497	18389578	29	18270417,18273763,18273967,18291609,18293468,18299455,18300076,18304192,18304795,18314619,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18273682,18273837,18274067,18291703,18293579,18299550,18301895,18304275,18304936,18314873,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,	O94909	uc011agl.1
uc002zng.3	chr22	-	18270417	18507325	18273497	18389578	32	18270417,18273763,18273967,18291609,18293468,18299455,18300076,18304192,18304795,18305712,18310409,18314619,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18273682,18273837,18274067,18291703,18293579,18299550,18301895,18304275,18304936,18305826,18310547,18314873,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	NP_056056	uc002zng.3
uc002znh.2	chr22	-	18317100	18507325	18317215	18389578	21	18317100,18324587,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18317315,18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	NP_001116203	uc002znh.2
uc002znj.1	chr22	-	18323024	18385513	18324541	18382261	18	18323024,18347664,18348689,18354602,18367040,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,	18324783,18347752,18348778,18354789,18367124,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,	Q7RTP6	uc002znj.1
uc002znk.1	chr22	-	18323024	18389652	18324541	18389578	19	18323024,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,	18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,	Q7RTP6-2	uc002znk.1
uc002znl.1	chr22	-	18323024	18484267	18324541	18379594	19	18323024,18347664,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18383607,18384643,18385396,18387397,18389314,18484158,	18324783,18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18383763,18384745,18385513,18387605,18389652,18484267,	Q7RTP6-2	uc002znl.1
uc002znm.2	chr22	-	18342921	18376670	18347419	18376622	9	18342921,18348689,18354602,18368643,18369935,18370088,18371799,18374250,18376573,	18347752,18348778,18354789,18368817,18369998,18370201,18371996,18374398,18376670,	NP_001116203	uc002znm.2
uc010grf.2	chr22	-	18342921	18507325	18347419	18389578	23	18342921,18348689,18354602,18355512,18358212,18362111,18363970,18368643,18369935,18370088,18371799,18374250,18376573,18378049,18379011,18379489,18382213,18383607,18384643,18385396,18387397,18389314,18507046,	18347752,18348778,18354789,18355620,18358320,18362168,18364069,18368817,18369998,18370201,18371996,18374398,18376670,18378176,18379127,18379747,18382314,18383763,18384745,18385513,18387605,18389652,18507325,	B2RXJ5	uc010grf.2
uc011agm.1	chr22	-	18381850	18507325	18382087	18389578	7	18381850,18383607,18384643,18385396,18387397,18389314,18507046,	18382314,18383763,18384745,18385513,18387605,18389652,18507325,	B4DJ91	uc011agm.1
uc002zno.1	chr22	+	18512150	18520734	18512150	18512150	2	18512150,18518525,	18512320,18520734,		uc002zno.1
uc002znp.3	chr22	+	18560685	18572206	18561142	18570841	6	18560685,18561061,18562639,18566202,18567877,18570737,	18560813,18561372,18562780,18566498,18568024,18572206,	Q7Z412	uc002znp.3
uc002znq.3	chr22	+	18560685	18572206	18561142	18570841	5	18560685,18562639,18566202,18567877,18570737,	18561372,18562780,18566498,18568024,18572206,	Q7Z412	uc002znq.3
uc002znr.2	chr22	+	18560685	18614498	18604440	18613903	6	18560685,18562639,18604245,18606922,18609120,18613609,	18561372,18562780,18604468,18607071,18609801,18614498,	B8ZZR4	uc002znr.2
uc002zns.2	chr22	-	18560823	18561541	18560883	18561522	1	18560823,	18561541,	Q6ICK5	uc002zns.2
uc002znt.2	chr22	+	18561061	18572206	18561142	18570841	4	18561061,18562639,18566202,18570737,	18561372,18562780,18566498,18572206,	A8MZF6	uc002znt.2
uc002znu.1	chr22	+	18593558	18609261	18593631	18609154	4	18593558,18604245,18606922,18609124,	18593634,18604468,18607071,18609261,		uc002znu.1
uc002znv.1	chr22	+	18593558	18614498	18593631	18613903	5	18593558,18604245,18606922,18609120,18613609,	18593634,18604468,18607071,18609801,18614498,	NP_061816	uc002znv.1
uc002znw.1	chr22	+	18603873	18614498	18604170	18613903	4	18603873,18606922,18609120,18613609,	18604468,18607071,18609801,18614498,	B4DDU2	uc002znw.1
uc002znx.1	chr22	+	18609120	18629275	18609204	18628756	3	18609120,18613609,18628422,	18609801,18613773,18629275,	Q53GA7	uc002znx.1
uc002zny.2	chr22	+	18632757	18660160	18640430	18659584	11	18632757,18640324,18642938,18644556,18650021,18650656,18652610,18653519,18655916,18656559,18659538,	18632989,18640587,18643035,18644702,18650101,18650803,18652706,18653687,18656048,18656609,18660160,	NP_059110	uc002zny.2
uc002znz.1	chr22	-	18660804	18685242	18660804	18660804	9	18660804,18665876,18671389,18671888,18673949,18678923,18681956,18682449,18685101,	18661232,18666833,18671423,18671950,18674015,18679010,18681981,18682508,18685242,		uc002znz.1
uc011agn.1	chr22	+	18721396	18736925	18721396	18721396	8	18721396,18723544,18724071,18727042,18732022,18734086,18734613,18736864,	18721567,18723603,18724096,18727129,18732088,18734148,18734647,18736925,		uc011agn.1
uc010gri.1	chr22	-	18761201	18769844	18761201	18761201	8	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769651,	18761481,18761899,18762093,18762322,18762764,18766379,18767052,18769844,		uc010gri.1
uc011ago.1	chr22	-	18761201	18779362	18761201	18761201	9	18761201,18761785,18761980,18762195,18766242,18766902,18769651,18778571,18779285,	18761481,18761899,18762093,18762764,18766379,18767052,18769844,18778742,18779362,		uc011ago.1
uc011agp.1	chr22	-	18761201	18779474	18761201	18761201	13	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769101,18769651,18775043,18775257,18778571,18779285,	18761481,18761899,18762093,18762322,18762742,18766379,18767052,18769259,18769844,18775124,18775392,18778742,18779474,		uc011agp.1
uc002zob.1	chr22	-	18761201	18792992	18761201	18761201	15	18761201,18761785,18761980,18762195,18762554,18766242,18766902,18769101,18769651,18778571,18779285,18779480,18779774,18781925,18792941,	18761481,18761899,18762093,18762322,18762764,18766379,18767052,18769259,18769844,18778739,18779362,18779567,18779846,18782304,18792992,		uc002zob.1
uc002zoc.2	chr22	+	18834323	18839320	18834444	18835833	2	18834323,18839149,	18835839,18839320,	Q3SYA9	uc002zoc.2
uc010grj.1	chr22	+	18837630	18843431	18837630	18837630	4	18837630,18839731,18841162,18843302,	18839356,18840107,18841268,18843431,		uc010grj.1
uc002zoe.2	chr22	+	18840391	18847476	18840391	18840391	5	18840391,18841162,18842260,18844087,18845894,	18840455,18841268,18843431,18845002,18847476,		uc002zoe.2
uc002zof.2	chr22	+	18847155	18849285	18847155	18847155	1	18847155,	18849285,		uc002zof.2
uc002zog.2	chr22	+	18893540	18899600	18893540	18893540	5	18893540,18894077,18897684,18898400,18899052,	18893627,18894238,18897785,18898541,18899600,		uc002zog.2
uc002zoh.3	chr22	+	18893735	18899600	18893887	18899202	5	18893735,18894077,18897684,18898400,18899052,	18893997,18894238,18897785,18898541,18899600,	B2RCH5	uc002zoh.3
uc002zoi.3	chr22	+	18893735	18899600	18893735	18893735	5	18893735,18894077,18897691,18898400,18899052,	18893997,18894599,18897785,18898541,18899600,		uc002zoi.3
uc002zoj.3	chr22	-	18900294	18923806	18900687	18918654	14	18900294,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923682,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918694,18923806,	O43272-2	uc002zoj.3
uc010grl.2	chr22	-	18900294	18923840	18900687	18923800	14	18900294,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923527,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18923840,	NP_057419	uc010grl.2
uc002zol.3	chr22	-	18900294	18924066	18900687	18918654	14	18900294,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923902,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18924066,	O43272-2	uc002zol.3
uc002zok.3	chr22	-	18900294	18924066	18900687	18923800	15	18900294,18900950,18904402,18905828,18906963,18907218,18908854,18909837,18910329,18910627,18912563,18913200,18918502,18923527,18923902,	18900875,18901039,18904501,18906004,18907110,18907311,18908936,18909917,18910446,18910692,18912713,18913235,18918711,18923840,18924066,	NP_057419	uc002zok.3
uc002zom.1	chr22	+	18958026	18982141	18958026	18958026	6	18958026,18975269,18975603,18976929,18977092,18977641,	18958171,18975413,18975708,18976978,18977576,18982141,		uc002zom.1
uc002zon.1	chr22	+	18958026	19018742	18958026	18958026	6	18958026,18975269,18978232,18979329,19001865,19018294,	18958171,18975413,18978437,18979530,19002019,19018742,		uc002zon.1
uc002zoo.2	chr22	+	18985786	19002297	18985786	18985786	5	18985786,18990379,18993345,19001865,19002110,	18986042,18990438,18993455,19002019,19002297,		uc002zoo.2
uc002zop.2	chr22	+	19005346	19007760	19005346	19005346	1	19005346,	19007760,		uc002zop.2
uc011agq.1	chr22	+	19010136	19011062	19010136	19010136	1	19010136,	19011062,		uc011agq.1
uc002zoq.1	chr22	-	19023794	19109967	19026377	19109719	10	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19076880,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052580,19055738,19077003,19109967,	P98153	uc002zoq.1
uc002zor.1	chr22	-	19023794	19109967	19026377	19044628	11	19023794,19028570,19029319,19035952,19044498,19048078,19050714,19052360,19055612,19076880,19109640,	19026634,19028807,19029472,19036156,19044675,19048468,19050791,19052571,19055738,19077003,19109967,	B7Z3C4	uc002zor.1
uc011agr.1	chr22	-	19023794	19109967	19026377	19109719	9	19023794,19028570,19029319,19035952,19044498,19050714,19052360,19055612,19109640,	19026634,19028807,19029472,19036156,19044675,19050791,19052571,19055738,19109967,	B7Z3T5	uc011agr.1
uc002zos.2	chr22	-	19033674	19035888	19033674	19033674	1	19033674,	19035888,		uc002zos.2
uc002zot.2	chr22	-	19117792	19132146	19121708	19130305	10	19117792,19122572,19124835,19125727,19126671,19127124,19127367,19130050,19130238,19131569,	19121988,19122688,19124945,19125830,19126805,19127242,19127537,19130146,19130407,19132146,	Q96DF8	uc002zot.2
uc002zou.2	chr22	-	19117792	19132190	19121708	19132153	10	19117792,19122572,19124835,19125727,19126671,19127124,19127367,19130050,19130238,19132018,	19121988,19122688,19124945,19125830,19126805,19127242,19127537,19130146,19130407,19132190,	Q96DF8	uc002zou.2
uc002zov.2	chr22	-	19117792	19132190	19117792	19117792	10	19117792,19122572,19124835,19125815,19126671,19127124,19127367,19130050,19130238,19132018,	19121988,19122688,19124945,19125992,19126805,19127242,19127537,19130146,19130407,19132190,		uc002zov.2
uc002zow.2	chr22	+	19118320	19120136	19118912	19119989	1	19118320,	19120136,	A0ZT99	uc002zow.2
uc011ags.1	chr22	-	19136504	19137796	19136506	19137796	3	19136504,19137175,19137537,	19136608,19137429,19137796,	O15499	uc011ags.1
